"ID","ISDELETED","MASTERRECORDID","NAME","TYPE","RECORDTYPEID","PARENTID","BILLINGSTREET","BILLINGCITY","BILLINGSTATE","BILLINGPOSTALCODE","BILLINGCOUNTRY","BILLINGSTATECODE","BILLINGCOUNTRYCODE","BILLINGLATITUDE","BILLINGLONGITUDE","BILLINGGEOCODEACCURACY","BILLINGADDRESS","SHIPPINGSTREET","SHIPPINGCITY","SHIPPINGSTATE","SHIPPINGPOSTALCODE","SHIPPINGCOUNTRY","SHIPPINGSTATECODE","SHIPPINGCOUNTRYCODE","SHIPPINGLATITUDE","SHIPPINGLONGITUDE","SHIPPINGGEOCODEACCURACY","SHIPPINGADDRESS","PHONE","FAX","ACCOUNTNUMBER","WEBSITE","PHOTOURL","SIC","INDUSTRY","ANNUALREVENUE","NUMBEROFEMPLOYEES","OWNERSHIP","TICKERSYMBOL","DESCRIPTION","RATING","SITE","OWNERID","CREATEDDATE","CREATEDBYID","LASTMODIFIEDDATE","LASTMODIFIEDBYID","SYSTEMMODSTAMP","LASTACTIVITYDATE","LASTVIEWEDDATE","LASTREFERENCEDDATE","JIGSAW","JIGSAWCOMPANYID","ACCOUNTSOURCE","SICDESC","JOB_TITLE__C","VD_ABN__C","VD_ACN__C","VD_ANNUAL_REVENUE__C","VD_DATE_OF_LAST_ENERGY_AUDIT__C","VD_DESCIPTION__C","VD_DO_YOU_USE_AN_ENERGY_BROKER__C","VD_ENERGY_BROKER__C","VD_EXISTING_BANK_FINANCIER__C","VD_FINANCE_SOLUTION_PROVIDER__C","VD_HEAD_OFFICE__C","VD_NO_OF_PROPERTIES__C","VD_TYPE__C","VD_WHEN_WAS_THE_NETWORK_TARIFF_DEMAND__C","I__DAYSSINCELASTMAIL__C","I__LASTINBOUNDMAIL__C","I__LASTINBOUNDSENT__C","I__LASTINBOUNDTIME__C","I__LASTMAILSENT__C","I__LASTMAILTIMEDELTA__C","I__LASTMAILTIME__C","I__LASTMAIL__C","I__LASTOUTBOUNDMAIL__C","I__LASTOUTBOUNDSENT__C","I__LASTOUTBOUNDTIME__C","NUMBER_OF_OPPORTUNITIES__C","UNIQUE_ACCOUNT_NUMBER__C","INCENTIVE_APPROVED__C","ACCOUNT_LEAD_RECORD_TYPE_HIDDEN__C","STATES_WHERE_THE_PARTNER_CAN_WORK__C","INSURANCE_PI__C","INSURANCE_PI_AMOUNT__C","INSURANCE_PI_EXPIRY_DATE__C","INSURANCE_PL__C","INSURANCE_PL_AMOUNT__C","INSURANCE_PL_EXPIRY_DATE__C","PARTNER_REVIEW_DATE__C","ISO_ACCREDITATION_9001_COMPLETED__C","ISO_ACCREDITATION_9001_EXPIRY_DATE__C","ISO_ACCREDITATION_18001_COMPLETED__C","ISO_ACCREDITATION_18001_EXPIRY_DATE__C","ISO_ACCREDITATION_14001_COMPLETED__C","ISO_ACCREDITATION_14001_EXPIRY_DATE__C","ISO_ACCREDITATION_50015_COMPLETED__C","ISO_ACCREDITATION_50015_EXPIRY_DATE__C","SALESPEOPLE_ARE_TRAINED__C","RFQ_EMAIL_ADDRESS__C","XERO_ACCOUNT_ID__C","ACCOUNT_ID__C","ACCOUNTS__C","INDUSTRY_SUB_SECTOR__C","PARTNERS_SOLUTION_TYPE__C","SOLUTIONS_OFFERED_BY_PARTNER__C","PARTNER_SERVICES_OFFERED__C","PARTNER_ROLE_APPROVED_FOR_BY_VERDIA__C","ANNUAL_REVENUE_FY__C","FORECAST_REVENUE_FY__C","FORECAST_REVENUE__C","VD_EMAIL_ADDRESS__C"
"0012800001QNAy0AAH","false","","Claremont Football Club","","01228000000tlZMAAY","","","","Western Australia","","Australia","WA","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0012800001QNAy0AAH","","Property Investors","","","","","","","","00528000004Wo1OAAS","2017-07-27T12:44:19.000Z","00528000004Wo1OAAS","2017-07-27T12:44:21.000Z","00528000004Wo1OAAS","2018-10-05T07:15:25.000Z","","","","","","","","Director","","","","","","","","Westpac","","","","Client","","","","","","","","","","","","","1.0","1707-1035","","General Business","","","","","","","","","","","","","","","","","","","","0012800001QNAy0","1.0","Unlisted / Private","","","","","","","",""
"0012800001QNG9xAAH","false","","ATF Viareggio Prop Trust","","01228000000tlZMAAY","","","","New South Wales","3000","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0012800001QNG9xAAH","","Services","","","","","","","","00528000004yeq1AAA","2017-07-28T00:31:05.000Z","00528000004yeq1AAA","2018-10-24T02:25:26.000Z","00528000003tCU2AAM","2019-05-15T03:33:14.000Z","","","","","","","","","","","","","Sales person is Paul Antonelli from Gem Energy","","","","","","","Client","","","","","","","","","","","","","","1707-1036","","General Business","","","","","","","","","","","","","","","","","","","","0012800001QNG9x","1.0","Retail","","","","","","","",""
"0012800001QNqYvAAL","false","","G8 Education","","01228000000tlZMAAY","","488 Queen Street","Brisbane","Queensland","4000","Australia","QLD","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0012800001QNqYvAAL","","Education","","","","","","","","00528000003727tAAA","2017-07-30T22:04:58.000Z","00528000003727tAAA","2017-07-30T22:05:43.000Z","00528000003727tAAA","2017-07-31T18:43:25.000Z","","","","","","","","","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1707-1037","","General Business","","","","","","","","","","","","","","","","","","","","0012800001QNqYv","1.0","Childcare & Others","","","","","","","",""
"0012800001QNqakAAD","false","","SEQ Water","","01228000000tlZMAAY","","17 Brisbane St","Ipswich","Queensland","4305","Australia","QLD","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0012800001QNqakAAD","","Infrastructure","","","","","","","","00528000003727tAAA","2017-07-30T22:08:25.000Z","00528000003727tAAA","2017-07-30T22:08:40.000Z","00528000003727tAAA","2018-10-05T07:15:37.000Z","","","","","","","","","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1707-1038","","General Business","","","","","","","","","","","","","","","","","","","","0012800001QNqak","1.0","","","","","","","","",""
"0012800001QNqccAAD","false","","Altitude Financial Group","","01228000000tlZMAAY","","28 Vanessa Blvd","Springwood","Queensland","4127","Australia","QLD","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0012800001QNqccAAD","","Services","","","","","","","","00528000003727tAAA","2017-07-30T22:14:46.000Z","00528000003727tAAA","2018-10-24T02:25:26.000Z","00528000003tCU2AAM","2019-05-15T03:33:14.000Z","","","","","","","","","","","","","","","","","","","","Client","","","","","","","","","","","","","2.0","1707-1039","","General Business","","","","","","","","","","","","","","","","","","","dec33e40-61fe-46d3-bf54-9c50faddd306","0012800001QNqcc","1.0","Telecommunications","","","","","","","","alinadini@verdia.com.au"
"0012800001Si3DSAAZ","false","","Emerald Grain","","01228000000tlZMAAY","","600 Victoria Street","Richmond","Victoria","3121","Australia","VIC","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0012800001Si3DSAAZ","","","","","","","","","","00528000003tRXTAA2","2017-08-05T05:17:14.000Z","00528000003tRXTAA2","2017-08-05T05:17:14.000Z","00528000003tRXTAA2","2017-08-06T18:44:41.000Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1708-1040","","","","","","","","","","","","","","","","","","","","","","0012800001Si3DS","1.0","","","","","","","","",""
"0012800001SiYpaAAF","false","","Deniliquin Bowling Club Ltd.","","01228000000tlZMAAY","","Deniliquin St","Deniliquin","New South Wales","","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0012800001SiYpaAAF","","Services","","","","","","","","00528000001zxKxAAI","2017-08-06T10:54:28.000Z","00528000001zxKxAAI","2018-10-24T02:25:26.000Z","00528000003tCU2AAM","2019-05-15T03:33:14.000Z","","","","","","","","","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1708-1041","","General Business","","","","","","","","","","","","","","","","","","","","0012800001SiYpa","1.0","Leisure and Hospitality","","","","","","","",""
"0012800001SiYs6AAF","false","","Red Funnel Fisheries","","01228000000tlZMAAY","","8 Searle St, Kotara NSW 2289","Kotara","New South Wales","","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0012800001SiYs6AAF","","Services","","","","","","","","00528000001zxKxAAI","2017-08-06T10:59:29.000Z","00528000001zxKxAAI","2018-10-24T02:25:26.000Z","00528000003tCU2AAM","2019-05-15T03:33:14.000Z","2018-07-24","","","","","","","","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1708-1042","","General Business","","","","","","","","","","","","","","","","","","","","0012800001SiYs6","1.0","Manufacturing & Wholesale","","","","","","","",""
"0012800001SidWoAAJ","false","","Geofabrics Australasia","","01228000000tlZMAAY","","83-93 Canterbury Road","Braeside","Victoria","3195","Australia","VIC","AU","","","","","","","","","Australia","","AU","","","","","03 8586 9100","","","","/services/images/photo/0012800001SidWoAAJ","","Manufacturing","","","","","","","","00528000003tRXTAA2","2017-08-06T23:19:40.000Z","00528000004IUVoAAO","2018-10-24T02:22:44.000Z","00528000003tCU2AAM","2018-10-24T02:22:44.000Z","2017-08-05","","","","","","","CFO","","","","","","","","","","","","Client","","","","","","","","","","","","","","1708-1043","","General Business","","","","","","","","","","","","","","","","","","","","0012800001SidWo","1.0","","","","","","","","",""
"0012800001Sie5rAAB","false","","DevWest","","01228000000tlZMAAY","","Suite 17, 3rd floor (East off Alvan St)
23 Railway Road
Subiaco","Parafield","South Australia","6008","Australia","SA","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0012800001Sie5rAAB","","Services","","","","","","","","00528000004B3GEAA0","2017-08-07T00:07:52.000Z","00528000004B3GEAA0","2018-10-24T02:25:26.000Z","00528000003tCU2AAM","2019-05-15T03:33:14.000Z","2017-09-11","","","","","","","Procurement","73146088011","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1708-1044","","General Business","","","","","","","","","","","","","","","","","","","","0012800001Sie5r","1.0","Manufacturing & Wholesale","","","","","","","",""
"0012800001SieC9AAJ","false","","Toorak wines","","01228000000tlZMAAY","","279 Toorak Road","Leeton","New South Wales","2705","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0012800001SieC9AAJ","","Agri, Food & Grocery","","","","","","","","00528000004B3GEAA0","2017-08-07T00:17:48.000Z","00528000004B3GEAA0","2019-03-14T01:11:42.000Z","00528000003tCU2AAM","2019-03-14T01:11:42.000Z","2018-02-06","","","","","","","General Management","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1708-1045","","General Business","","","","","","","","","","","","","","","","","","","","0012800001SieC9","1.0","","","","","","","","",""
"0012800001SieG6AAJ","false","","(sebel Kirkton park resort) Cassmar Holdings Pty Ltd ACN 094 780 051/ ATF Templegate Unit Trust","","01228000000tlZMAAY","","336 Oakey Creek Road","Polkolbin","New South Wales","2320","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0012800001SieG6AAJ","","Services","","","","","","","","00528000004B3GEAA0","2017-08-07T00:20:41.000Z","00528000004B3GEAA0","2018-10-24T02:25:26.000Z","00528000003tCU2AAM","2019-05-15T03:33:14.000Z","2018-10-16","","","","","","","","70713848760","","","","","","","Westpac","","","","Client","","","","","","","","","","","","","1.0","1708-1046","","General Business","","","","","","","","","","","","","","","","","","","","0012800001SieG6","1.0","Leisure and Hospitality","","","","","","","",""
"0012800001SieI3AAJ","false","","Kinross Farm","","01228000000tlZMAAY","","1 Lattitude Drive","Thomastown","Victoria","3757","Australia","VIC","AU","","","","","","","","","Australia","","AU","","","","","03 5780 1242","","","","/services/images/photo/0012800001SieI3AAJ","","Agri, Food & Grocery","","70","","","","","","00528000001zO6NAAU","2017-08-07T00:25:40.000Z","00528000001zO6NAAU","2019-08-06T02:01:34.000Z","00528000001zO6NAAU","2019-08-15T23:10:00.000Z","2019-08-14","","","","","","","CFO","","","2.65E7","","","","","","","","","Client","","","","","","","","","","","","","22.0","1708-1047","","General Business","","","","","","","","","","","","","","","","","","","3557dd11-a153-419d-9350-a28a851434de","0012800001SieI3","1.0","Food and Snack","","","","","","","","kelly@kinrossfarm.com.au"
"0012800001Sii9wAAB","false","","Allied Chefs","","01228000000tlZMAAY","","2/7 Turbo Road","Kings Park","New South Wales","2148","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0012800001Sii9wAAB","","Services","","","","","","","","00528000004yeq1AAA","2017-08-07T04:37:32.000Z","00528000004B3GEAA0","2018-10-24T02:25:26.000Z","00528000003tCU2AAM","2019-05-15T03:33:14.000Z","","","","","","","","","68071961718","","","","","","","","","","","Client","","","","","","","","","","","","","","1708-1048","","General Business","","","","","","","","","","","","","","","","","","","","0012800001Sii9w","1.0","Retail","","","","","","","",""
"0012800001Siv5HAAR","false","","GJ & KL Rowlands) Partnership","","01228000000tlZMAAY","","855 Katunga - Picola Rd","Katunga","Victoria","3640","Australia","VIC","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0012800001Siv5HAAR","","Services","","","","","","","","00528000004B3GEAA0","2017-08-08T00:29:18.000Z","00528000004B3GEAA0","2018-10-24T02:25:26.000Z","00528000003tCU2AAM","2019-05-15T03:33:14.000Z","2018-02-19","","","","","","","Business Owner","60830672137","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1708-1049","","General Business","","","","","","","","","","","","","","","","","","","","0012800001Siv5H","1.0","Manufacturing & Wholesale","","","","","","","",""
"0012800001Six17AAB","false","","Kanji Group","","01228000000tlZMAAY","","Phjilipp","Sydney","New South Wales","","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0012800001Six17AAB","","Manufacturing","","","","","","","","00528000002vBwYAAU","2017-08-08T01:55:03.000Z","00528000002vBwYAAU","2018-10-24T02:22:44.000Z","00528000003tCU2AAM","2018-10-24T02:22:44.000Z","2018-08-07","","","","","Direct","","","","","","","Mesh and Bar, PE pipeline extrusion","","","","","","","Client","","","","","","","","","","","","","3.0","1708-1050","","General Business","","","","","","","","","","","","","","","","","","","","0012800001Six17","1.0","","","","","","","","",""
"0012800001SixL9AAJ","false","","Calvary Health Care","","01228000000tlZMAAY","","Multi Sites","","New South Wales","","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0012800001SixL9AAJ","","Social Infrastructure - Private","","","","","","","","00528000003TeszAAC","2017-08-08T02:16:50.000Z","00528000004IUVoAAO","2019-03-13T04:27:26.000Z","00528000003tCU2AAM","2019-03-13T04:27:27.000Z","2017-10-12","","","","","","","","67129801378","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1708-1056","","General Business","","","","","","","","","","","","","","","","","","","","0012800001SixL9","1.0","Hospitals","","","","","","","",""
"0012800001Sj0wUAAR","false","","Cafe Capella","","01228000000tlZMAAY","","53 George Street","Moonta","South Australia","5558","Australia","SA","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0012800001Sj0wUAAR","","Services","","","","","","","","00528000004B3GEAA0","2017-08-08T06:42:43.000Z","00528000004B3GEAA0","2018-10-24T02:25:26.000Z","00528000003tCU2AAM","2019-05-15T03:33:14.000Z","2017-08-31","","","","","","","Director","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1708-1057","","General Business","","","","","","","","","","","","","","","","","","","","0012800001Sj0wU","1.0","Retail","","","","","","","",""
"0012800001SjW1TAAV","false","","Earl of Leicester Hotel","","01228000000tlZMAAY","","","","South Australia","","Australia","SA","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0012800001SjW1TAAV","","Manufacturing","","","","","","","","00528000004yeq1AAA","2017-08-10T00:14:09.000Z","005280000020MSTAA2","2018-10-24T02:22:44.000Z","00528000003tCU2AAM","2018-10-24T02:22:44.000Z","2018-03-13","","","","","","","","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1708-1058","","General Business","","","","","","","","","","","","","","","","","","","","0012800001SjW1T","1.0","","","","","","","","",""
"0012800001SjXomAAF","false","","Best Western Plus Travel Inn Hotel","","01228000000tlZMAAY","","225-245 Drummond Street","Carlton","Victoria","3053","Australia","VIC","AU","","","","","","","","","Australia","","AU","","","","","03 9347 7922","","","","/services/images/photo/0012800001SjXomAAF","","Services","","","","","","","","00528000001zO6NAAU","2017-08-10T01:50:25.000Z","00528000001zO6NAAU","2018-10-24T02:25:26.000Z","00528000003tCU2AAM","2019-05-15T03:33:14.000Z","2017-08-28","","","","","","","Business Owner","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1708-1059","","General Business","","","","","","","","","","","","","","","","","","","","0012800001SjXom","1.0","Leisure and Hospitality","","","","","","","",""
"0012800001SjZXLAA3","false","","GNS Wholesale","","01228000000tlZMAAY","","","","New South Wales","","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","0287083420","","","","/services/images/photo/0012800001SjZXLAA3","","Manufacturing","","","","","","","","00528000004yeq1AAA","2017-08-10T03:39:14.000Z","005280000020MSTAA2","2018-10-24T02:22:44.000Z","00528000003tCU2AAM","2018-10-24T02:22:44.000Z","","","","","","","","CFO","","","","","","","","","","","","Client","","","","","","","","","","","","","","1708-1060","","General Business","","","","","","","","","","","","","","","","","","","","0012800001SjZXL","1.0","","","","","","","","",""
"0012800001SjbCQAAZ","false","","Coca Cola Amatil (Aust) Pty Limited","","01228000000tlZMAAY","","40 Mount Street","NORTH SYDNEY","New South Wales","2060","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","","","","https://www.ccamatil.com/","/services/images/photo/0012800001SjbCQAAZ","","Agri, Food & Grocery","","","","","","","","00528000007U28qAAC","2017-08-10T05:24:40.000Z","00528000005iMYyAAM","2020-09-24T03:43:33.000Z","00528000003tCU2AAM","2020-09-24T03:43:33.000Z","2020-01-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.0","1708-1061","","","","","","","","","","","","","","","","","","","","","c62c7694-b1c6-466e-b298-2a1bc0fbfde8","0012800001SjbCQ","1.0","Wine and Beverage","","","","","","","","michael.haynes@ccamatil.com"
"0012800001SjbnhAAB","false","","Alby Turner Nominees Pty Ltd","","01228000000tlZMAAY","","36 Jacobsen Crescent","Holden Hill","South Australia","5088","Australia","SA","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0012800001SjbnhAAB","","Services","","","","","","","","00528000004B3GEAA0","2017-08-10T06:13:26.000Z","00528000001VUihAAG","2018-10-24T02:25:26.000Z","00528000003tCU2AAM","2019-05-15T03:33:14.000Z","2017-09-20","","","","","","","","","007798807","","","","","","CBA;Westpac","","","","Client","","","","","","","","","","","","","1.0","1708-1062","","General Business","","","","","","","","","","","","","","","","","","","","0012800001Sjbnh","1.0","Manufacturing & Wholesale","","","","","","","",""
"0012800001SjcCSAAZ","false","","Graystone","","01228000000tlZMAAY","","2 Westlink Crt","Darra","Queensland","4076","Australia","QLD","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0012800001SjcCSAAZ","","Property Investors","","","","","","","","00528000003KkJIAA0","2017-08-10T06:39:17.000Z","00528000003KkJIAA0","2018-10-08T04:48:19.000Z","00528000003tCU2AAM","2018-10-08T04:48:19.000Z","","","","","","","","General Management","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1708-1063","","General Business","","","","","","","","","","","","","","","","","","","","0012800001SjcCS","1.0","Unlisted / Private","","","","","","","",""
"0012800001SjgGJAAZ","false","","Thomleck","","01228000000tlZMAAY","","","Bathurst","New South Wales","","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0012800001SjgGJAAZ","","Manufacturing","","","","","","","","00528000004B3GEAA0","2017-08-10T10:59:01.000Z","005280000020MSTAA2","2018-10-24T02:22:44.000Z","00528000003tCU2AAM","2018-10-24T02:22:44.000Z","","","","","","","","Director","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1708-1064","","General Business","","","","","","","","","","","","","","","","","","","","0012800001SjgGJ","1.0","","","","","","","","",""
"0012800001SjgGxAAJ","false","","Dolphin Lighting","","01228000000tlUpAAI","","18 / 24 Baile Rd,","Canning Vale","Western Australia","6155","Australia","WA","AU","","","","","","","","","Australia","","AU","","","","","","","","http://www.dolphinlighting.com.au","/services/images/photo/0012800001SjgGxAAJ","","Lighting","","","","","","","","005280000020MSTAA2","2017-08-10T11:00:20.000Z","005280000020MSTAA2","2018-10-20T12:46:42.000Z","005280000020MSTAA2","2018-10-20T12:46:42.000Z","2017-08-31","","","","","","","General Management","","","","","","","","","None","","","Partner","","","","","","","","","","","","","","1708-1065","","Partner","","","","","","","","","","","","","","","","","","","","0012800001SjgGx","1.0","","Building Equipment","Energy Efficient or LED Lighting","","Tier 5 - New or dormant Partners","","","",""
"0012800001SjgKVAAZ","false","","Jinko Solar","","01228000000tlUpAAI","","13/307 Queen Street","Brisbane","Queensland","4000","Australia","QLD","AU","","","","","","","","","Australia","","AU","","","","","0732365460","","","www.jinko.com.au","/services/images/photo/0012800001SjgKVAAZ","","Solar","","5","","","","","","005280000020MSTAA2","2017-08-10T11:01:43.000Z","005280000020MSTAA2","2018-10-20T12:18:37.000Z","005280000020MSTAA2","2018-10-20T12:18:37.000Z","2017-05-25","","","","","","","General Management","93154662889","154662889","1.6076482E7","","","","","","None","","","Partner","","","","","","","","","","","","","","1708-1066","","Partner","","","","","","","","","","","","","","","","","","","","0012800001SjgKV","1.0","","Building Equipment","Rooftop Solar Systems","Equipment Manufacturer","Tier 6 - Manufacturers & Wholesalers","FY16","","",""
"0012800001Sjgc7AAB","false","","Oasis Shopping Centre","","01228000000tlZMAAY","","","","Northern Territory","","Australia","NT","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0012800001Sjgc7AAB","","Manufacturing","","","","","","","","00528000004B3GEAA0","2017-08-10T11:26:55.000Z","005280000020MSTAA2","2018-10-24T02:22:44.000Z","00528000003tCU2AAM","2018-10-24T02:22:44.000Z","2017-09-12","","","","","","","General Management","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1708-1067","","General Business","","","","","","","","","","","","","","","","","","","","0012800001Sjgc7","1.0","","","","","","","","",""
"0012800001SjhTmAAJ","false","","Narellan Motor Inn","","01228000000tlZMAAY","","","","New South Wales","","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0012800001SjhTmAAJ","","Manufacturing","","","","","","","","00528000004B3GEAA0","2017-08-10T13:21:48.000Z","005280000020MSTAA2","2018-10-24T02:22:44.000Z","00528000003tCU2AAM","2018-10-24T02:22:44.000Z","2018-02-12","","","","","","","Sales","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1708-1068","","General Business","","","","","","","","","","","","","","","","","","","","0012800001SjhTm","1.0","","","","","","","","",""
"0012800001SjhUGAAZ","false","","Christadelphia Heritage College","","01228000000tlZMAAY","","","","New South Wales","","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0012800001SjhUGAAZ","","Manufacturing","","","","","","","","005280000020MSTAA2","2017-08-10T13:23:52.000Z","005280000020MSTAA2","2018-10-24T02:22:44.000Z","00528000003tCU2AAM","2018-10-24T02:22:44.000Z","2018-06-08","","","","","","","Sales","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1708-1069","","General Business","","","","","","","","","","","","","","","","","","","","0012800001SjhUG","1.0","","","","","","","","",""
"0012800001SjhVOAAZ","false","","Skope Group","","01228000000tlZMAAY","","","","New South Wales","","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0012800001SjhVOAAZ","","Manufacturing","","","","","","","","00528000004B3GEAA0","2017-08-10T13:25:45.000Z","005280000020MSTAA2","2018-10-24T02:22:44.000Z","00528000003tCU2AAM","2018-10-24T02:22:44.000Z","2017-08-14","","","","","","","Sales","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1708-1070","","General Business","","","","","","","","","","","","","","","","","","","","0012800001SjhVO","1.0","","","","","","","","",""
"0012800001SjqiJAAR","false","","CASS","","01228000000tlZMAAY","","44-50 Sixth Avenue, Campsie","Campsie","New South Wales","2000","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0012800001SjqiJAAR","","Social Infrastructure - Private","","","","","","","","00528000001zxKxAAI","2017-08-11T06:44:54.000Z","00528000001zxKxAAI","2019-03-13T04:27:26.000Z","00528000003tCU2AAM","2019-03-13T04:27:27.000Z","","","","","","","","","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1708-1071","","General Business","","","","","","","","","","","","","","","","","","","","0012800001SjqiJ","1.0","Aged Care","","","","","","","",""
"0012800001Sjr7DAAR","false","","Cordina Chicken","","01228000000tlZMAAY","","","","New South Wales","","Australia","NSW","AU","","","","","","","","","Australia","","AU","","","","","","","","","/services/images/photo/0012800001Sjr7DAAR","","Agri, Food & Grocery","","","","","","","","00528000002vBwYAAU","2017-08-11T07:20:47.000Z","00528000002vBwYAAU","2019-03-14T01:11:42.000Z","00528000003tCU2AAM","2019-03-14T01:11:42.000Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0","1708-1072","","","","","","","","","","","","","","","","","","","","","","0012800001Sjr7D","1.0","","","","","","","","",""
"0012800001Sjt99AAB","false","","Norlane Hotel","","01228000000tlZMAAY","","2-8 Princes Highway","Norlane","Victoria","3214","Australia","VIC","AU","","","","","","","","","Australia","","AU","","","","","03 5278 2423","","","norlanehotel.com.au","/services/images/photo/0012800001Sjt99AAB","","Services","","","","","","","","00528000001zO6NAAU","2017-08-11T11:51:50.000Z","00528000001zO6NAAU","2018-10-24T02:25:26.000Z","00528000003tCU2AAM","2019-05-15T03:33:14.000Z","2017-09-12","","","","","","","General Management","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1708-1073","","General Business","","","","","","","","","","","","","","","","","","","","0012800001Sjt99","1.0","Leisure and Hospitality","","","","","","","",""
"0012800001SjtoOAAR","false","","Racecourse Hotel Werribee","","01228000000tlZMAAY","","78 Cottrell Street","Werribee","Victoria","3030","Australia","VIC","AU","","","","","","","","","Australia","","AU","","","","","03 9741 3171","","","","/services/images/photo/0012800001SjtoOAAR","","Services","","","","","","","","00528000001zO6NAAU","2017-08-11T12:53:42.000Z","00528000001zO6NAAU","2018-10-24T02:25:26.000Z","00528000003tCU2AAM","2019-05-15T03:33:14.000Z","2017-09-13","","","","","","","","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1708-1074","","General Business","","","","","","","","","","","","","","","","","","","","0012800001SjtoO","1.0","Leisure and Hospitality","","","","","","","",""
"0012800001Sjts6AAB","false","","Waurn Ponds Hotel","","01228000000tlZMAAY","","1154 Princes Highway","Waurn Ponds","Victoria","3216","Australia","VIC","AU","","","","","","","","","Australia","","AU","","","","","03 5243 1154","","","","/services/images/photo/0012800001Sjts6AAB","","Services","","","","","","","","00528000001zO6NAAU","2017-08-11T12:55:59.000Z","00528000001zO6NAAU","2018-10-24T02:25:26.000Z","00528000003tCU2AAM","2019-05-15T03:33:14.000Z","2017-08-13","","","","","","","","","","","","","","","","","","","Client","","","","","","","","","","","","","1.0","1708-1075","","General Business","","","","","","","","","","","","","","","","","","","","0012800001Sjts6","1.0","Leisure and Hospitality","","","","","","","",""
